"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","11","12","9","1","9.379972","0","34"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","11","6","6","1","4.614667","0","10"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","11","8","8","1","6.064487","0","12"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","11","30","30","1","25.625456","0","32"
"/Game/MyContent/Images/GCLogoFull_Mat.GCLogoFull_Mat","11","10","10","1","7.495301","0","18"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","11","8","8","1","5.864042","0","8"
"/Game/MyContent/BrandColours/M_PrimaryBlue.M_PrimaryBlue","11","20","1","1","20.653667","0","136"
"/Game/MyContent/BrandColours/M_SecondaryGreen.M_SecondaryGreen","11","20","2","1","20.164505","0","72"
"/Game/MyContent/BrandColours/M_SecondaryBlue.M_SecondaryBlue","11","20","4","1","20.340853","0","54"
"/Game/MyContent/BrandColours/M_PrimaryGreen.M_PrimaryGreen","11","20","1","1","20.367126","0","90"
"/Game/MyContent/BrandColours/M_DarkGray.M_DarkGray","11","20","8","1","20.181427","0","58"
"/Game/MyContent/BrandColours/M_Orange.M_Orange","11","20","2","1","20.272053","0","56"
"/Game/MyContent/BrandColours/M_LightGray.M_LightGray","11","20","20","1","20.189465","0","27"
"/Game/MyContent/BrandColours/M_Yellow.M_Yellow","11","20","1","1","20.407925","0","59"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat1.RainbowMat1","11","20","20","1","20.159891","0","21"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat2.RainbowMat2","11","20","20","1","20.247519","0","37"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat3.RainbowMat3","11","20","1","1","20.249973","0","51"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat4.RainbowMat4","11","20","20","1","20.270327","0","30"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat5.RainbowMat5","11","20","20","1","20.163034","0","20"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat6.RainbowMat6","11","20","2","1","20.400219","0","46"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat7.RainbowMat7","11","20","20","1","20.298664","0","24"
"/Game/MyContent/Models/BridgeRainbow/RainbowMat8.RainbowMat8","11","20","20","1","20.369741","0","37"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","11","0","2","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","11","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","11","0","2","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","11","0","22","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","11","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","11","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","11","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","11","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","11","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","11","0","25","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","11","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","11","0","20","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","11","0","2","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","11","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","11","0","40","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","11","0","2","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","11","0","24","2","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","11","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","11","0","77","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","11","0","40","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","11","0","2","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","11","0","2","1","0.000000","0","0"
